Action id,"
Municipality/Region name ",Province,"Policy lever (voluntary, price, investments, mandating) (i.e., mode of governance)","Strategy
(Managable Coding)","Action
(Managable Coding)","Internal funding secured (i.e., funding from local gov budget) - Yes/No","External funding secured (e.g., from private sector, provincial/ferderal govt, etc.) - Yes/No","Project stage (e.g., planned, underway, ongoing, complete, not indicated)"
ID-Saint-Laurent-002,Saint-Laurent,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,No,No,Complete
ID-Saint-Laurent-003,Saint-Laurent,Québec,Mandates,Mandate Reporting,Require building rating system,No,No,Complete
ID-Saint-Laurent-004,Saint-Laurent,Québec,Voluntary action,Encourage Improved Energy Efficiency Performance of Existing Buildings,"Promote voluntary “stretch” building energy conservation codes, green-building principles, and retrofits by providing information, technical assistance, resources, and/or facilitating partnerships",No,No,Complete
ID-Saint-Laurent-005,Saint-Laurent,Québec,Voluntary action,Encourage Improved Energy Efficiency Performance of Existing Buildings,"Promote voluntary “stretch” building energy conservation codes, green-building principles, and retrofits by providing information, technical assistance, resources, and/or facilitating partnerships",No,No,Complete
ID-Saint-Laurent-006,Saint-Laurent,Québec,,,,No,No,Complete
ID-Saint-Laurent-007,Saint-Laurent,Québec,Voluntary action,Encourage Improved Energy Efficiency Performance of Existing Buildings,Promote “cool roofs” — coating of rooftops white to reduce building energy use — and other low-cost approaches,No,No,Complete
ID-Saint-Laurent-008,Saint-Laurent,Québec,,,,No,No,Complete
ID-Saint-Laurent-009,Saint-Laurent,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Ongoing
ID-Saint-Laurent-010,Saint-Laurent,Québec,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,No,No,Ongoing
ID-Saint-Laurent-011,Saint-Laurent,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,No,No,Ongoing
ID-Saskatoon-001,Saskatoon,Saskatchewan,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,No,No,Planned
ID-Saskatoon-002,Saskatoon,Saskatchewan,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Planned
ID-Saskatoon-003,Saskatoon,Saskatchewan,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,No,No,Planned
ID-Saskatoon-004,Saskatoon,Saskatchewan,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,No,No,Planned
ID-Saskatoon-005,Saskatoon,Saskatchewan,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Planned
ID-Saskatoon-006,Saskatoon,Saskatchewan,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Planned
ID-Saskatoon-007,Saskatoon,Saskatchewan,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Planned
ID-Saskatoon-008,Saskatoon,Saskatchewan,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Planned
ID-Saskatoon-009,Saskatoon,Saskatchewan,Mandates,Mandate Performance Improvement of Existing Buildings,"Require “deep” retrofitting of buildings at designated intervention points: time of sale/purchase, financing, major renovation of building or space, and rebuilding",No,No,Planned
ID-Saskatoon-010,Saskatoon,Saskatchewan,Mandates,Mandate Performance Improvement of Existing Buildings,Require upgrades to commercial/industrial buildings’ lighting systems,No,No,Planned
ID-Saskatoon-011,Saskatoon,Saskatchewan,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Planned
ID-Saskatoon-012,Saskatoon,Saskatchewan,Mandates,Mandate Performance Improvement of Existing Buildings,Require higher standards for energy efficiency of appliances,No,No,Planned
ID-Saskatoon-013,Saskatoon,Saskatchewan,,,,No,No,Planned
ID-Saskatoon-014,Saskatoon,Saskatchewan,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Planned
ID-Saskatoon-015,Saskatoon,Saskatchewan,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Planned
ID-Saskatoon-016,Saskatoon,Saskatchewan,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Planned
ID-Saskatoon-017,Saskatoon,Saskatchewan,Mandates,Mandate Performance Improvement of Existing Buildings,"Require “deep” retrofitting of buildings at designated intervention points: time of sale/purchase, financing, major renovation of building or space, and rebuilding",No,No,Planned
ID-Saskatoon-018,Saskatoon,Saskatchewan,Mandates,Mandate Performance Improvement of Existing Buildings,"Require “deep” retrofitting of buildings at designated intervention points: time of sale/purchase, financing, major renovation of building or space, and rebuilding",No,No,Planned
ID-Saskatoon-019,Saskatoon,Saskatchewan,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Planned
ID-Saskatoon-020,Saskatoon,Saskatchewan,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Planned
ID-Saskatoon-021,Saskatoon,Saskatchewan,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Planned
ID-Saskatoon-022,Saskatoon,Saskatchewan,Public investment,Expand capacity of efficient heating and cooling\Invest in Technology Development and Deployment,Develop and expand low- to no-carbon district heating and cooling systems ,No,No,Planned
ID-Sidney-001,Sidney,British Columbia,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,Yes,Yes,Planned
ID-Sidney-002,Sidney,British Columbia,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",Yes,Yes,Planned
ID-Sidney-003,Sidney,British Columbia,,,,Yes,Yes,Planned
ID-Sidney-004,Sidney,British Columbia,,,,Yes,Yes,Underway
ID-Sidney-005,Sidney,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,Yes,Underway
ID-Sidney-006,Sidney,British Columbia,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,Yes,Yes,Underway
ID-Spruce Grove-001,Spruce Grove,Alberta,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",Yes,No,Ongoing
ID-Spruce Grove-002,Spruce Grove,Alberta,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,Yes,Yes,Ongoing
ID-Spruce Grove-003,Spruce Grove,Alberta,Mandates,Mandate Performance Improvement within buildings activity sector ,Advocate to higher levels of government for new mitigation mandates for buildings,Yes,Yes,Ongoing
ID-Spruce Grove-004,Spruce Grove,Alberta,Price signals,Support/Provide Rewards for Performance,"Provide regulatory and zoning relief for projects meeting certifiable high standards (e.g., LEED)",Yes,No,Ongoing
ID-Spruce Grove-005,Spruce Grove,Alberta,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,Yes,No,Planned
ID-Spruce Grove-006,Spruce Grove,Alberta,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,No,No,Planned
ID-Spruce Grove-007,Spruce Grove,Alberta,Mandates,Mandate Performance Improvement within buildings activity sector ,Advocate to higher levels of government for new mitigation mandates for buildings,Yes,No,Planned
ID-Spruce Grove-008,Spruce Grove,Alberta,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Planned
ID-Spruce Grove-009,Spruce Grove,Alberta,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,Yes,Planned
ID-Spruce Grove-010,Spruce Grove,Alberta,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,Yes,Planned
ID-Spruce Grove-011,Spruce Grove,Alberta,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,No,Planned
